Emotion,Text
anger,how to get rid of your followers step 1: announce that you're unfollowing people who give you the shits... everyone assumes you mean THEM
anger,@David_Henrie No you silly goose!
anger,@hesa it's definitely worth it
anger,@SamStreet69 back to the lovely land of the north
anger,morning twitterbugs...nothing like a loooooooooong lie-in!!
anger,"If this rain doesnt go away, I'm staying in bed all week til Mommy gets here"
anger,"@ruimoura dude, come on... at least rotate that motherfucker!"
anger,@stanleyyork in that case.. that's a stupid move  I thought they were being B-A
anger,"About to go to school to help my mother set up for Teacher Appreciation Week. How ironic is that, Natalee?!"
anger,"first year in ages where i'm not going to the crafty raft :O i don't mind though, i don't even like the crafty raft"
anger,Sometimes people never learn to shut up and stop talking shit
anger,@MichelleWegner You are very lucky!!! My legs did not like how long it takes to dry my hair this morning.
anger,@nickindarsingh you suck
anger,"@nikster07. i dont know whats worse, g's twittering or your muriel! (@jms_ is the worst anyway  )"
anger,Just saw a male Baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a.m.
anger,will be very hard to go back to work this morning- 4 straight days at disneyland tends to do that
anger,"I woke up at 5:45. Didn't have a full bladder, wasn't sick... And to top it off, I went for a run. Now I wanna go back to bed"
anger,http://twitpic.com/4jgro - me again
anger,@Mfjmaf Namaskar &amp
anger,"** gifts &amp; honesty box messages has been discontinued due to abuse ** - hehe, dalï¿½ï¿½ facebookovï¿½ aplikace na hovno"
anger,"is on cloud 20 minus 11, razzle dazzle in amazement cuz he showed her heaven!"
anger,@MelBrooke happy birthday month!! I only get a day but you deserve the whole month
anger,@agent_22 ok so I'm having a complete insomniac moment. It's 6am(almost) and I'm STILL awake. I hate when I can't stop thinking!  mornin!
anger,up and listening to The Monsters.
anger,My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff
anger,"@626aicitroM Yeah, yeah. Less #degenerate than current occupants of U.S. House of Reprehensibles. You can bet on that. Like MineThatBird."
anger,@JuliusLionheart y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing
anger,Just five more days. Five more long days. Ahh!
anger,@quinland  I Hate It There Should Be A Endless Supply Of Hot Water!  I Put the Water Heater On 20mins Ago So Ill Be Gone In 10mins  Xx
anger,@sway_sway_baby mighty boosh kicks arse
anger,@Nnascenzi but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare
anger,i have to study :O talk to you later  xxx
anger,I hate the exams . first time and last time in this school  then i'm out ! after 10 years! yaaaay !
anger,"@roediger316 It wasn't the best flick, to be sure.  I'm just ready for &quot;Star Trek&quot; now"
anger,Is sick to death of doing French prep. I feel like killing a bitch.  chgehcfncshvd
anger,@Djalfy I sound really Brummie lol but most of all I just hate looking at myself!
anger,Blocked the acct for one of my most hated sports teams. That felt really good.
anger,"It's Monday, and I am still cleaning up the mess from Thursday night's storm.  Like I wasn't busy enough this week!"
anger,playing pet society
anger,@IrvdaRealdeal: I will press that ignore button
anger,@lee634 Damn it! Must be Morrisons then
anger,long $nem (page from @maoxian intraday trading for dummies book)
anger,@Fnoo John and I just bought four boxes of them
anger,Watching my girlfriend  the showe  with her lime green towel .. IM BAD!!!!   Mohawk Kidd
anger,"@snookca I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends."
anger,@maenad_au see i never got kyile.. not then not now ... see I must have some taste
anger,Iï¿½ï¿½m home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!
anger,has just joined twitter. reeeally dont understand how to use this lol
anger,"oh, it's raining... i haaaate it!  It was a great violin lesson&lt;3"
anger,they tryna get me 2 sing on mic n i said NO NO NOOOOOOOO
anger,@_handz_ well you know those &quot
anger,Another loser: @meekakitty I hate you...LOST THE GAME #lostthegame  http://tinyurl.com/r8erc8
anger,@jareason There's nothing good on tonight anyway!!   #Sigjeans
anger,Wow... my god the whole UI is sooo much snappier. It's more responsive than TweetDeck now!  Tweets feel like IMs lol
anger,"@rorschachsgirl Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it's a good environment."
anger,@Jorge924 you might also want to include &quot
anger,cant wait to eat
anger,"@mitch4103 And with it, I can be online even after I have to log off habbo"
anger,@LouisPagan @Raul_Ramos Txs so much for #followfriday...i have been so MIA recently...work is killing me! Hope you r doing funtastic
anger,@johncmayer You know we dont believe half of what they say
anger,"My goodness! Another hit, another run!!!"
anger,Come on guys tell me how much your theater charges!!! I want to know if mine is fair and/or average!  Me and hubby are having a discussion
anger,"(@courtneynewton) OMG SHUT UP!!! (sorry. still venting at that person who's annoying me. It's none of you, I swear  )"
anger,@cheynefritts You're a real hooker. I'm gonna slap you in public.
anger,"Hot damn, I'm at fucking Disneyland!"
anger,Literally had the worst dinner out ever tonite. So tired of mediocre food in the 'burbs. *sigh* At least we can get good ice cream
anger,@erronious Some of yr coworkers hogging the jukebox @ Union Jacks.
anger,@official_flo well thats not nice... hope ur all good now
anger,@hiphopcheerio  I'm bad with understanding there things! You should know this!
anger,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!
anger,@tracekase GO TO BED!!!
anger,"@buckhollywood did you go to uga? If so, I liked you better before I knew! Ha!"
anger,@donutpower ... Kirby playing mario kart? ... Umm ... Donut? Are you sure you're in the right mindset?
anger,@PRGabbi Y?!?!?!? i would rather punch someone
anger,@heyheybeth dis Dick.
anger,just fought with my printer...after 2 hours i claim victory... i hate electronics
anger,@snookca looking forward to the reading this post as I like your 'no bullshit' writing and often learn a few things
anger,@amilliemills neva mind ya friend had called me jealous and i wanted to kno of what literally of what but its ova  is my tude now
anger,"@Kenichan  It's fully of grabbyhands and bad candy, thanks! &lt;3 How's you?"
anger,@LiteratePervert kewl - standing by to be rocked
anger,i blame you all!  got it??? good :p she better be in good condition 2! &lt
anger,It's not now... Nor has it ever been Weigly North!! Have avoid drive home!!
anger,"@etniqminerals though I have to admit that seems less &amp; less tempting. who has time, when there are more complete packages to be had?"
anger,"Sometimes I hate myself, but that's normal so I don't worry bout it"
anger,@Tigerfluff who cares its hockey
anger,@lynnnein Bad rum experience in college - still haven't recovered
anger,"http://twitpic.com/4wbnd - dont worry , i let him go . i named him fishyyy"
anger,@mahmood *cough* star trek *cough*
anger,@reinamexicana garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.
anger,Watch movie must
anger,Almost got sharpied in the face while falling asleep  being sick sucks!!!
anger,"@NatalieAurora lmao according to the away, they're there. current focus: tripping, ugly pics, same dress, fat looking"
anger,@KeriLyn2980 Totally  plain and simple.. i hate all thoes bridezilla shows.. if i was the groom i'd be running far far away!
anger,"@chloewolf Except for Josh, you like some LAME dudes."
anger,@TerrenceJ106 lets see.. we hate that groupies are damn near stalkers.. we love that they send gifts..
anger,@rebeccarem I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler
anger,@cjusk im excited for those pics  send me urs w/ him too  i &lt
anger,i hate i hate i hate i hate i hate i hate mother's day.
anger,ans so the lion.......kicked the dogs ass!!!!
anger,Platypuses are the only mammals that can lay eggs.
anger,@johnataylor She should keep her crown and shut her mouth!   Then she'll know what non-judgmental means!
anger,@tayl0rmichael i know. But you messed up silly
anger,Happy mothers day  I'm so hungry and the resturants are all closed... Damn
anger,@HOMELESSCRISIS And maybe you will get the statue and sainthood you are seeking.  Win-win for all. Can't be a victim like your people.
anger,Mad tht I didn't make time to hang out with a friend but I already pinky promised tht I will clear my calendar tomorrow
anger,@dearsnippie  I never followed him in the first  place!   He is a useless waste of space. and Im not a conservative! LOL
anger,@Tori_Thompson u may need this pill...i think u are crazy...here take on of mine
anger,Just cleaned mii scrolly ball!
anger,&quot
anger,@whit3boy nah will didn't tell diego so we at some donminican spot getting fucked up
anger,Tryin to figure all this out!! LOL
anger,@Ms_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol
anger,Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.
anger,I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! Fuck u!
anger,@mimicariad Socksy's just plucky and independent to Caspar's lazy and attention seeking
anger,a bedtime story pls....
anger,"finished!  took me about two hours, but i got a &quot;B&quot; on it"
anger,@KelsyC That just doesn't sound appetizing.
anger,"Shoot, are we all done with the mustard jokes now?"
anger,@gnxmusic But I am with you... I hate doing it... can't we just make music and magically not have to worry about money  awe... sigh...LOL
anger,@LeafyTangram Where's the story?! I wanna know! I wanna know!
anger,"Watching the Broncos vs Chiefs 1994, Montana vs Elway on NFL Network.  I still have nightmares about this game   FU KC!"
anger,Sam can go shoot her self.
anger,"@marksmadsen lol, @skelly on blip.fm is not the @skelly on twitter! i hate that song btw"
anger,@tamij I'm going to turn it off. We Tribbles don't need tracking devices!     #hhrs
anger,@YasmineGalenorn  I kinda want to smack that darn skeleton though.
anger,Arrogant bastard on tap in Oregon. WHAT!!!!!!
anger,@iam151 and you suck horribly  the world is at an even balance
anger,"@DinkyShop Oh yeah, and a few will say she went too far, and it'll all end up putting her back on top, where she belongs."
anger,"Just wanted to say, positivity is doin me good! Change it up! Won't regret it... Forsure.."
anger,EFF THAT NOISE!
anger,An extra night in pasadena with sergi baby cuz i 'missed' my train to riverside
anger,what am i doing drinking a shitload of water to get rid off me hangover then training at 9am
anger,"Stupid liars. Glad they are ignorant, because I had a blast!!"
anger,macs ftw btw. .just because.. and if you're still using the grandaddy pc's you lost at life.. jp  (..not really..)
anger,"i have a degree,bitches!!! moving t o dallas in a few hours"
anger,had a 100% raw day
anger,samberg and timberlake collaboration
